Label	Type	Frame	Begin	End	Mutation	Gene	Product	Score	COGs	COGclassID	ClassDescription	COGprocess
ECK0881	CDS	+2	932447	936436	no	ftsK	DNA-binding membrane protein required for chromosome resolution and partitioning	710	COG1674	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
ECK0882	CDS	+1	936592	937206	no	lolA	chaperone for lipoproteins	204	COG2834	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK0883	CDS	+2	937217	938560	no	ycaJ	recombination protein	447	COG2256	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK0884	CDS	+2	938651	939943	no	serS	seryl-tRNA synthetase, also charges selenocysteinyl-tRNA with serine	430	COG0172	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK0885	CDS	+3	940182	942626	no	dmsA	dimethyl sulfoxide reductase, anaerobic, subunit A	805	COG0243	C	Energy production and conversion	METABOLISM
ECK0886	CDS	+1	942637	943254	no	dmsB	dimethyl sulfoxide reductase, anaerobic, subunit B	199	COG0437	C	Energy production and conversion	METABOLISM
ECK0887	CDS	+2	943256	944119	no	dmsC	dimethyl sulfoxide reductase, anaerobic, subunit C	111	COG0477,COG3302	R	General function prediction only	POORLY CHARACTERIZED
ECK0887	CDS	+2	943256	944119	no	dmsC	dimethyl sulfoxide reductase, anaerobic, subunit C	87	COG0477	E	Amino acid transport and metabolism	METABOLISM
ECK0887	CDS	+2	943256	944119	no	dmsC	dimethyl sulfoxide reductase, anaerobic, subunit C	87	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
ECK0887	CDS	+2	943256	944119	no	dmsC	dimethyl sulfoxide reductase, anaerobic, subunit C	87	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
ECK0888	CDS	-3	944154	944780	no	ycaC	putative hydrolase	194	COG1335	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
ECK0889	CDS	+1	945094	946242	no	ycaD	putative MFS-type transporter protein	382	COG0477	E	Amino acid transport and metabolism	METABOLISM
ECK0889	CDS	+1	945094	946242	no	ycaD	putative MFS-type transporter protein	382	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
ECK0889	CDS	+1	945094	946242	no	ycaD	putative MFS-type transporter protein	382	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
ECK0889	CDS	+1	945094	946242	no	ycaD	putative MFS-type transporter protein	382	COG0477	R	General function prediction only	POORLY CHARACTERIZED
ECK0890	CDS	+3	946452	947882	no	ycaM	putative transporter	469	COG0531	E	Amino acid transport and metabolism	METABOLISM
ECK0891	CDS	-3	947883	948791	no	ycaN	putative DNA-binding transcriptional regulator	302	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK0892	CDS	+3	948891	949481	no	ycaK	putative NAD(P)H oxidoreductase	194	COG2249	R	General function prediction only	POORLY CHARACTERIZED
ECK0893	CDS	-3	949563	950303	no	pflA	pyruvate formate lyase activating enzyme 1	246	COG1180	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK0894	CDS	-1	950495	952777	no	pflB	pyruvate formate lyase I	760	COG1882	C	Energy production and conversion	METABOLISM
ECK0895	CDS	-1	952832	953689	no	focA	formate transporter	277	COG2116	P	Inorganic ion transport and metabolism	METABOLISM
ECK0896	CDS	-1	954095	955855	no	ycaO	conserved hypothetical protein	583	COG1944	S	Function unknown	POORLY CHARACTERIZED
ECK0897	CDS	+2	955985	956677	no	ycaP	conserved hypothetical protein; putative inner membrane protein	162	COG2323	S	Function unknown	POORLY CHARACTERIZED
ECK0898	CDS	+2	956876	957964	no	serC	3-phosphoserine/phosphohydroxythreonine aminotransferase	362	COG1932	E	Amino acid transport and metabolism	METABOLISM
ECK0898	CDS	+2	956876	957964	no	serC	3-phosphoserine/phosphohydroxythreonine aminotransferase	362	COG1932	H	Coenzyme transport and metabolism	METABOLISM
ECK0899	CDS	+3	958035	959318	no	aroA	5-enolpyruvylshikimate-3-phosphate synthetase	427	COG0128	E	Amino acid transport and metabolism	METABOLISM
ECK0900	CDS	+3	959487	960251	no	ycaL	putative lipoprotein with metallohydrolase domain	254	COG0501	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK0901	CDS	+1	960424	961107	no	cmk	cytidylate kinase	225	COG0283	F	Nucleotide transport and metabolism	METABOLISM
ECK0902	CDS	+3	961218	962891	no	rpsA	30S ribosomal subunit protein S1	557	COG0539	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK0903	CDS	+3	963051	963335	no	ihfB	integration host factor (IHF), DNA-binding protein, beta subunit	94	COG0776	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK0904	CDS	+3	963543	965807	no	ycaI	conserved hypothetical protein; putative inner membrane protein	421	COG2333,COG0658	R	General function prediction only	POORLY CHARACTERIZED
ECK0905	CDS	+3	965844	967592	no	msbA	fused lipid transporter subunits of ABC superfamily: membrane component ; ATP-binding component	582	COG1132	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK0906	CDS	+2	967589	968575	no	lpxK	lipid A 4'kinase	328	COG1663	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK0907	CDS	+2	968612	969844	no	ycaQ	conserved hypothetical protein	405	COG3214	S	Function unknown	POORLY CHARACTERIZED
ECK0908	CDS	+2	969896	970078	no	ycaR	conserved hypothetical protein	59	COG2835	S	Function unknown	POORLY CHARACTERIZED
ECK0909	CDS	+1	970075	970821	no	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	248	COG1212	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK0911	CDS	-2	971845	972624	no	ycbC	conserved hypothetical protein; putative inner membrane protein	259	COG1434	S	Function unknown	POORLY CHARACTERIZED
ECK0912	CDS	+1	972760	973545	no	smtA	putative AdoMet-dependent methyltransferase	261	COG0500	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
ECK0912	CDS	+1	972760	973545	no	smtA	putative AdoMet-dependent methyltransferase	261	COG0500	R	General function prediction only	POORLY CHARACTERIZED
ECK0913	CDS	+3	973542	974864	no	mukF	Involved in chromosome partioning, Ca2+ binding protein	440	COG3006	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
ECK0914	CDS	+1	974872	975549	no	mukE	protein involved in chromosome partitioning	221	COG3095	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
ECK0915	CDS	+3	975549	980009	no	mukB	fused chromosome partitioning protein: putative nucleotide hydrolase ; conserved hypothetical protein ; conserved protein	1485	COG3096	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
ECK0916	CDS	+2	980270	982117	no	ycbB	putative exported enzyme	538	COG2989	S	Function unknown	POORLY CHARACTERIZED
ECK0917	CDS	+2	982298	982846	no	ycbK	conserved hypothetical protein	176	COG3108	S	Function unknown	POORLY CHARACTERIZED
ECK0918	CDS	+1	982873	983520	no	ycbL	putative metal-binding hydrolase	213	COG0491	R	General function prediction only	POORLY CHARACTERIZED
ECK0919	CDS	-3	983742	984932	no	aspC	aspartate aminotransferase, PLP-dependent	396	COG1448	E	Amino acid transport and metabolism	METABOLISM
ECK0920	CDS	-2	985117	986205	no	ompF	outer membrane porin 1a (Ia;b;F)	361	COG3203	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK0921	CDS	-3	986808	988208	no	asnS	asparaginyl tRNA synthetase	466	COG0017	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK0922	CDS	-3	988377	989579	no	pncB	nicotinate phosphoribosyltransferase	397	COG1488	H	Coenzyme transport and metabolism	METABOLISM
ECK0923	CDS	+1	989845	992457	no	pepN	aminopeptidase N	869	COG0308	E	Amino acid transport and metabolism	METABOLISM
ECK0924	CDS	-2	992500	993267	no	ssuB	alkanesulfonate transporter subunit ; ATP-binding component of ABC superfamily	250	COG1116	P	Inorganic ion transport and metabolism	METABOLISM
ECK0925	CDS	-3	993264	994055	no	ssuC	alkanesulfonate transporter subunit ; membrane component of ABC superfamily	259	COG0600	P	Inorganic ion transport and metabolism	METABOLISM
ECK0926	CDS	-2	994066	995211	no	ssuD	alkanesulfonate monooxygenase, FMNH(2)-dependent	381	COG2141	C	Energy production and conversion	METABOLISM
ECK0927	CDS	-3	995208	996167	no	ssuA	alkanesulfonate transporter subunit ; periplasmic-binding component of ABC superfamily	319	COG0715	P	Inorganic ion transport and metabolism	METABOLISM
ECK0928	CDS	-2	996160	996735	no	ssuE	NAD(P)H-dependent FMN reductase	191	COG0431	R	General function prediction only	POORLY CHARACTERIZED
ECK0929	CDS	+2	997091	997630	no	ycbQ	putative fimbrial-like adhesin protein	174	COG3539	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
ECK0929	CDS	+2	997091	997630	no	ycbQ	putative fimbrial-like adhesin protein	174	COG3539	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
ECK0930	CDS	+3	997713	998414	no	ycbR	putative periplasmic pilin chaperone	224	COG3121	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
ECK0930	CDS	+3	997713	998414	no	ycbR	putative periplasmic pilin chaperone	224	COG3121	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
ECK0931	CDS	+3	998439	1001039	no	ycbS	putative outer membrane export usher protein	814	COG3188	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
ECK0931	CDS	+3	998439	1001039	no	ycbS	putative outer membrane export usher protein	814	COG3188	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
ECK0932	CDS	+2	1001030	1002100	no	ycbT	putative fimbrial-like adhesin protein	31	COG0474	P	Inorganic ion transport and metabolism	METABOLISM
ECK0933	CDS	+1	1002112	1002654	no	ycbU	putative fimbrial-like adhesin protein	148	COG3539	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
ECK0933	CDS	+1	1002112	1002654	no	ycbU	putative fimbrial-like adhesin protein	148	COG3539	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
ECK0934	CDS	+2	1002662	1003177	no	ycbV	putative exported fimbrial-like adhesin protein	70	COG3539	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
ECK0934	CDS	+2	1002662	1003177	no	ycbV	putative exported fimbrial-like adhesin protein	70	COG3539	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
ECK0935	CDS	+3	1003170	1003880	no	ycbF	putative periplasmic pilin chaperone	228	COG3121	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
ECK0935	CDS	+3	1003170	1003880	no	ycbF	putative periplasmic pilin chaperone	228	COG3121	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
ECK0936	CDS	+2	1003991	1005001	no	pyrD	dihydro-orotate oxidase, FMN-linked	336	COG0167	F	Nucleotide transport and metabolism	METABOLISM
ECK0938	CDS	-3	1005714	1006823	no	ycbX	putative 2Fe-2S cluster-containing protein	268	COG3217	R	General function prediction only	POORLY CHARACTERIZED
ECK0938	CDS	-3	1005714	1006823	no	ycbX	putative 2Fe-2S cluster-containing protein	88	COG0633	C	Energy production and conversion	METABOLISM
ECK0939	CDS	+3	1007067	1009175	no	ycbY	putative conserved AdoMet-dependent methyltransferase with RNA interaction domain	379	COG0116	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK0939	CDS	+3	1007067	1009175	no	ycbY	putative conserved AdoMet-dependent methyltransferase with RNA interaction domain	321	COG1092	R	General function prediction only	POORLY CHARACTERIZED
ECK0940	CDS	+2	1009187	1011094	no	uup	fused ATP-binding subunits of ABC superfamily protein involved in precise excision of transposons	635	COG0488	R	General function prediction only	POORLY CHARACTERIZED
ECK0941	CDS	+2	1011224	1012477	no	pqiA	paraquat-inducible membrane protein A	411	COG2995	S	Function unknown	POORLY CHARACTERIZED
ECK0942	CDS	+3	1012482	1014122	no	pqiB	paraquat-inducible protein B	538	COG3008	R	General function prediction only	POORLY CHARACTERIZED
ECK0943	CDS	+2	1014134	1014682	no	ymbA	conserved hypothetical protein	176	COG3009	S	Function unknown	POORLY CHARACTERIZED
ECK0944	CDS	+2	1014938	1015105	no	rmf	ribosome modulation factor	55	COG3130	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK0945	CDS	-1	1015175	1015693	no	fabA	beta-hydroxydecanoyl thioester dehydrase	172	COG0764	I	Lipid transport and metabolism	METABOLISM
ECK0946	CDS	-2	1015762	1017522	no	ycbZ	putative ATP-dependent protease	581	COG1067	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK0947	CDS	+3	1017708	1018160	no	ycbG	conserved hypothetical protein	147	COG3120	S	Function unknown	POORLY CHARACTERIZED
ECK0948	CDS	-3	1018236	1019276	no	ompA	outer membrane protein A (3a;II*;G;d)	346	COG2885	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK0950	CDS	+1	1020361	1020990	no	yccR	conserved hypothetical protein	181	COG3070	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK0951	CDS	-1	1020953	1023106	no	yccS	conserved hypothetical protein; putative inner membrane protein	716	COG1289	S	Function unknown	POORLY CHARACTERIZED
ECK0952	CDS	-1	1023125	1023571	no	yccF	conserved hypothetical protein; putative inner membrane protein	139	COG3304	S	Function unknown	POORLY CHARACTERIZED
ECK0953	CDS	+1	1023694	1025748	no	helD	DNA helicase IV	523	COG0210	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK0954	CDS	-1	1025780	1026238	no	mgsA	methylglyoxal synthase	152	COG1803	G	Carbohydrate transport and metabolism	METABOLISM
ECK0955	CDS	-2	1026334	1026996	no	yccT	conserved hypothetical protein	216	COG3110	S	Function unknown	POORLY CHARACTERIZED
ECK0956	CDS	+2	1027169	1027582	no	yccU	putative CoA-binding protein	136	COG1832	R	General function prediction only	POORLY CHARACTERIZED
ECK0957	CDS	-2	1027627	1027944	no	yccV	DNA-binding protein, hemimethylated	87	COG3785	S	Function unknown	POORLY CHARACTERIZED
ECK0958	CDS	-2	1028002	1029105	no	yccW	putative AdoMet-dependent methyltransferase, UPF0064 family	367	COG1092	R	General function prediction only	POORLY CHARACTERIZED
ECK0959	CDS	+2	1029287	1029565	no	yccX	acylphosphatase	92	COG1254	C	Energy production and conversion	METABOLISM
ECK0960	CDS	-2	1029562	1029891	no	tusE	subunit of enzyme for 2-thio modification of mnm5s2U of tRNA anticodon U	109	COG2920	P	Inorganic ion transport and metabolism	METABOLISM
ECK0961	CDS	-2	1029982	1030641	no	yccA	conserved hypothetical protein; putative inner membrane protein	216	COG0670	R	General function prediction only	POORLY CHARACTERIZED
ECK0963	CDS	+1	1031362	1032480	no	hyaA	hydrogenase 1, small subunit	348	COG1740	C	Energy production and conversion	METABOLISM
ECK0964	CDS	+3	1032477	1034270	no	hyaB	hydrogenase 1, large subunit	580	COG0374	C	Energy production and conversion	METABOLISM
ECK0965	CDS	+3	1034289	1034996	no	hyaC	hydrogenase 1, b-type cytochrome subunit	211	COG1969	C	Energy production and conversion	METABOLISM
ECK0966	CDS	+2	1034993	1035580	no	hyaD	protein involved in processing of HyaA and HyaB proteins	167	COG0680	C	Energy production and conversion	METABOLISM
ECK0967	CDS	+1	1035577	1035975	no	hyaE	protein involved in processing of HyaA and HyaB proteins	64	COG0526	C	Energy production and conversion	METABOLISM
ECK0967	CDS	+1	1035577	1035975	no	hyaE	protein involved in processing of HyaA and HyaB proteins	64	COG0526	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK0969	CDS	+1	1036963	1038507	no	appC	cytochrome bd-II oxidase, subunit I	514	COG1271	C	Energy production and conversion	METABOLISM
ECK0970	CDS	+3	1038519	1039655	no	appB	cytochrome bd-II oxidase, subunit II	378	COG1294	C	Energy production and conversion	METABOLISM
ECK0972	CDS	-2	1041253	1043433	no	yccC	cryptic autophosphorylating protein tyrosine kinase Etk	469	COG3206	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK0972	CDS	-2	1041253	1043433	no	yccC	cryptic autophosphorylating protein tyrosine kinase Etk	252	COG0489	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
ECK0973	CDS	-1	1043453	1043899	no	etp	phosphotyrosine-protein phosphatase	145	COG0394	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK0974	CDS	-2	1043887	1045026	no	yccZ	putative exopolysaccharide export protein	377	COG1596	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK0023-4	CDS	+1	1049056	1049331	no	insA	IS1 repressor protein InsA	84	COG3677	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK0022-4	CDS	+3	1049250	1049753	no	insB	IS1 transposase InsAB'	115	COG1662	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK0979	CDS	-3	1050186	1050398	no	cspH	stress protein, member of the CspA-family	70	COG1278	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK0980	CDS	+3	1050684	1050896	no	cspG	DNA-binding transcriptional regulator	70	COG1278	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK0983	CDS	-3	1051512	1052585	no	yccM	putative 4Fe-4S membrane protein	229	COG0348	C	Energy production and conversion	METABOLISM
ECK0984	CDS	-1	1052657	1055401	no	torS	hybrid sensory histidine kinase in two-component regulatory system with TorR	593	COG0642	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK0985	CDS	+3	1055484	1056512	no	torT	periplasmic sensory protein associated with the TorRS two-component regulatory system	307	COG1879	G	Carbohydrate transport and metabolism	METABOLISM
ECK0986	CDS	-1	1056485	1057177	no	torR	DNA-binding response regulator in two-component regulatory system with TorS	229	COG0745	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK0986	CDS	-1	1056485	1057177	no	torR	DNA-binding response regulator in two-component regulatory system with TorS	229	COG0745	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK0987	CDS	+2	1057307	1058479	no	torC	trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit	390	COG3005	C	Energy production and conversion	METABOLISM
ECK0988	CDS	+1	1058479	1061025	no	torA	trimethylamine N-oxide (TMAO) reductase I, catalytic subunit	841	COG0243	C	Energy production and conversion	METABOLISM
ECK0989	CDS	+3	1061022	1061621	no	torD	chaperone involved in maturation of TorA subunit of trimethylamine N-oxide reductase system I	190	COG3381	R	General function prediction only	POORLY CHARACTERIZED
ECK0991	CDS	-3	1062078	1062998	no	cbpA	curved DNA-binding protein, DnaJ homologue that functions as a co-chaperone of DnaK	302	COG2214	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK0995	CDS	-3	1066335	1066931	no	wrbA	putative conserved flavoprotein	198	COG0655	R	General function prediction only	POORLY CHARACTERIZED
ECK0996	CDS	+3	1067304	1067477	no	ymdF	conserved hypothetical protein	52	COG3729	R	General function prediction only	POORLY CHARACTERIZED
ECK0997	CDS	-2	1067734	1069062	no	rutG	pyrimidine transporter	437	COG2233	F	Nucleotide transport and metabolism	METABOLISM
ECK0998	CDS	-3	1069083	1069577	no	rutF	flavin:NADH oxidoreductase subunit of alternative pyrimidine degradation pathway	164	COG1853	R	General function prediction only	POORLY CHARACTERIZED
ECK0999	CDS	-2	1069588	1070178	no	rutE	oxidoreductase subunit of the alternative pyrimidine degradation pathway	196	COG0778	C	Energy production and conversion	METABOLISM
ECK1000	CDS	-2	1070188	1070988	no	rutD	enzyme of the alternative pyrimidine degradation pathway	266	COG0596	R	General function prediction only	POORLY CHARACTERIZED
ECK1001	CDS	-1	1070996	1071382	no	rutC	enzyme of the alternative pyrimidine degradation pathway	128	COG0251	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
ECK1002	CDS	-2	1071394	1072086	no	rutB	enzyme of the alternative pyrimidine degradation pathway	228	COG1335	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
ECK1003	CDS	-3	1072086	1073234	no	rutA	monooxygenase of the alternative pyrimidine degradation pathway	361	COG2141	C	Energy production and conversion	METABOLISM
ECK1004	CDS	+2	1073465	1074103	no	rutR	DNA-binding transcriptional regulator of the alternative pyrimidine degradation pathway	212	COG1309	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK1005	CDS	-1	1074143	1078105	no	putA	fused DNA-binding transcriptional regulator ; proline dehydrogenase ; pyrroline-5-carboxylate dehydrogenase	793	COG4230	C	Energy production and conversion	METABOLISM
ECK1005	CDS	-1	1074143	1078105	no	putA	fused DNA-binding transcriptional regulator ; proline dehydrogenase ; pyrroline-5-carboxylate dehydrogenase	461	COG0506	E	Amino acid transport and metabolism	METABOLISM
ECK1006	CDS	+1	1078528	1080036	no	putP	proline:sodium symporter	494	COG0591	E	Amino acid transport and metabolism	METABOLISM
ECK1006	CDS	+1	1078528	1080036	no	putP	proline:sodium symporter	494	COG0591	R	General function prediction only	POORLY CHARACTERIZED
ECK1007_1	fCDS	+3	1080579	1080689	pseudo	ycdN	hypothetical protein, N-ter fragment (pseudogene)	36	COG0672	P	Inorganic ion transport and metabolism	METABOLISM
ECK1007_2	fCDS	+2	1080677	1081408	pseudo	efeU	ferrous iron permease, C-ter fragment (pseudogene)	235	COG0672	P	Inorganic ion transport and metabolism	METABOLISM
ECK1008	CDS	+2	1081466	1082593	no	efeO	ferrous iron transport binding protein	258	COG2822	P	Inorganic ion transport and metabolism	METABOLISM
ECK1009	CDS	+1	1082599	1083870	no	efeB	heme-binding periplasmic protein involved in iron transport; Tat-dependent exported	418	COG2837	P	Inorganic ion transport and metabolism	METABOLISM
ECK1010	CDS	+3	1084215	1085279	no	phoH	putative phosphate starvation-inducible protein with ATPase activity	298	COG1702	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK1012	CDS	-1	1085744	1087069	no	pgaC	putative glycosyl transferase associated with biofilm formation	424	COG1215	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK1013	CDS	-3	1087062	1089080	no	pgaB	putative polysaccharide deacetylase associated with biofilm formation; putative lipoprotein	302	COG0726	G	Carbohydrate transport and metabolism	METABOLISM
ECK1014	CDS	-1	1089089	1091512	no	pgaA	putative outer membrane protein associated with biofilm formation	132	COG0457	R	General function prediction only	POORLY CHARACTERIZED
ECK1015	CDS	+3	1092099	1093457	no	ycdT	putative diguanylate cyclase	265	COG2199	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK0299-4	CDS	-2	1093498	1094364	no	insF	IS3 element protein InsF	288	COG2801	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK0298-4	CDS	-3	1094361	1094669	no	insE	IS3 element protein	92	COG2963	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
ECK1016	CDS	+1	1094767	1095069	partial	ymdE	hypothetical protein (partial)	75	COG0331	I	Lipid transport and metabolism	METABOLISM
ECK1019	CDS	+3	1097109	1098047	no	ycdW	2-ketoacid reductase	311	COG0111	E	Amino acid transport and metabolism	METABOLISM
ECK1019	CDS	+3	1097109	1098047	no	ycdW	2-ketoacid reductase	311	COG0111	H	Coenzyme transport and metabolism	METABOLISM
ECK1020	CDS	+3	1098102	1098839	no	ycdX	putative PHP hydrolase	233	COG1387	E	Amino acid transport and metabolism	METABOLISM
ECK1020	CDS	+3	1098102	1098839	no	ycdX	putative PHP hydrolase	233	COG1387	R	General function prediction only	POORLY CHARACTERIZED
ECK1021	CDS	+2	1098863	1099417	no	ycdY	conserved hypothetical protein	144	COG3381	R	General function prediction only	POORLY CHARACTERIZED
ECK1023	CDS	-2	1100074	1100907	no	csgG	putative outer membrane lipoprotein involved in curli production assembly/transport	235	COG1462	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK1025	CDS	-3	1101375	1101764	no	csgE	putative transport/assembly protein for curli synthesis	52	COG4670	I	Lipid transport and metabolism	METABOLISM
ECK1026	CDS	-2	1101769	1102419	no	csgD	DNA-binding transcriptional activator in two-component regulatory system	141	COG2771,COG2197	K	Transcription	INFORMATION STORAGE AND PROCESSING
ECK1026	CDS	-2	1101769	1102419	no	csgD	DNA-binding transcriptional activator in two-component regulatory system	141	COG2197	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ECK1031	CDS	+2	1105043	1105576	no	ymdB	conserved hypothetical protein	176	COG2110	R	General function prediction only	POORLY CHARACTERIZED
ECK1032	CDS	+3	1105578	1106999	no	ymdC	putative hydrolase	471	COG1502	I	Lipid transport and metabolism	METABOLISM
ECK1033	CDS	-2	1107007	1108164	no	mdoC	membrane protein required for modification of periplasmic glucan	139	COG3594	G	Carbohydrate transport and metabolism	METABOLISM
ECK1034	CDS	+1	1108558	1110093	no	mdoG	glucan biosynthesis protein, periplasmic	505	COG3131	P	Inorganic ion transport and metabolism	METABOLISM
ECK1035	CDS	+2	1110086	1112629	no	mdoH	glucan biosynthesis: glycosyl transferase	841	COG2943	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK1038	CDS	-2	1113487	1114713	no	mdtG	putative metabolite efflux transporter	407	COG0477	E	Amino acid transport and metabolism	METABOLISM
ECK1038	CDS	-2	1113487	1114713	no	mdtG	putative metabolite efflux transporter	407	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
ECK1038	CDS	-2	1113487	1114713	no	mdtG	putative metabolite efflux transporter	407	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
ECK1038	CDS	-2	1113487	1114713	no	mdtG	putative metabolite efflux transporter	407	COG0477	R	General function prediction only	POORLY CHARACTERIZED
ECK1039	CDS	-2	1114885	1115805	no	lpxL	lauryl-acyl carrier protein (ACP)-dependent acyltransferase	303	COG1560	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ECK1040	CDS	+3	1116030	1117082	no	yceA	conserved hypothetical protein	330	COG1054	R	General function prediction only	POORLY CHARACTERIZED
ECK1041	CDS	-1	1117124	1117699	no	yceI	polyprenyl-pyrophosphate binding protein	191	COG2353	S	Function unknown	POORLY CHARACTERIZED
ECK1042	CDS	-1	1117703	1118269	no	yceJ	putative cytochrome b561	188	COG3038	C	Energy production and conversion	METABOLISM
ECK1044	CDS	-3	1118691	1119809	no	solA	N-methyltryptophan oxidase, FAD-binding	372	COG0665	E	Amino acid transport and metabolism	METABOLISM
ECK1047	CDS	-1	1120784	1121830	no	pyrC	dihydro-orotase	344	COG0418	F	Nucleotide transport and metabolism	METABOLISM
ECK1049	CDS	-3	1122630	1123277	no	grxB	glutaredoxin 2 (Grx2)	215	COG2999	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
ECK1050	CDS	-3	1123341	1124549	no	mdtH	putative metabolite efflux permease	402	COG0477	E	Amino acid transport and metabolism	METABOLISM
ECK1050	CDS	-3	1123341	1124549	no	mdtH	putative metabolite efflux permease	402	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
ECK1050	CDS	-3	1123341	1124549	no	mdtH	putative metabolite efflux permease	402	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
