Label	Type	Frame	Begin	End	Mutation	Gene	Product	Score	COGs	COGclassID	ClassDescription	COGprocess
EFER_0786	CDS	-3	803700	804557	no	ypdC	putative DNA-binding protein	273	COG2207	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_0787	CDS	-1	804569	805303	no	ypdB	putative response regulator in two-component system with YpdA	244	COG3279	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_0787	CDS	-1	804569	805303	no	ypdB	putative response regulator in two-component system with YpdA	244	COG3279	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0788	CDS	-2	805318	807015	no	ypdA	putative sensory kinase in two-component system with YpdB	551	COG3275	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0789	CDS	+2	807392	808630	no	yfdZ	putative aminotransferase, PLP-dependent	412	COG0436	E	Amino acid transport and metabolism	METABOLISM
EFER_0790	CDS	-3	809118	810044	no	ddg	palmitoleoyl-acyl carrier protein (ACP)-dependent acyltransferase	303	COG1560	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0791	CDS	+3	810411	810659	no		Putative membrane protein	36	COG0477	E	Amino acid transport and metabolism	METABOLISM
EFER_0791	CDS	+3	810411	810659	no		Putative membrane protein	36	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0791	CDS	+3	810411	810659	no		Putative membrane protein	36	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0791	CDS	+3	810411	810659	no		Putative membrane protein	36	COG0477	R	General function prediction only	POORLY CHARACTERIZED
EFER_0792	CDS	-1	810785	812170	no		putative tartrate transporter	457	COG0477	E	Amino acid transport and metabolism	METABOLISM
EFER_0792	CDS	-1	810785	812170	no		putative tartrate transporter	457	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0792	CDS	-1	810785	812170	no		putative tartrate transporter	457	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0792	CDS	-1	810785	812170	no		putative tartrate transporter	457	COG0477	R	General function prediction only	POORLY CHARACTERIZED
EFER_0793	CDS	+3	812457	812930	no		putative transcriptional repressor of for multidrug resistance pump (MarR family)	140	COG1846	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_0794	CDS	+1	813253	814383	no		putative amidase	361	COG0154	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
EFER_0795	CDS	+1	814456	815616	no		conserved hypothetical protein, putative COG1960	381	COG1960	I	Lipid transport and metabolism	METABOLISM
EFER_0798	CDS	+3	816522	817823	no		Ring hydroxylating dioxygenase, alpha subunit:Rieske [2Fe-2S] region	403	COG4638	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0798	CDS	+3	816522	817823	no		Ring hydroxylating dioxygenase, alpha subunit:Rieske [2Fe-2S] region	403	COG4638	R	General function prediction only	POORLY CHARACTERIZED
EFER_0799	CDS	+2	817793	818302	no		Aromatic-ring-hydroxylating dioxygenase, beta subunit	82	COG5517	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
EFER_0800	CDS	+3	818271	819053	no		3-oxoacyl-[acyl-carrier-protein] reductase (3-ketoacyl- acyl carrier protein reductase)	257	COG1028	I	Lipid transport and metabolism	METABOLISM
EFER_0800	CDS	+3	818271	819053	no		3-oxoacyl-[acyl-carrier-protein] reductase (3-ketoacyl- acyl carrier protein reductase)	257	COG1028	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
EFER_0800	CDS	+3	818271	819053	no		3-oxoacyl-[acyl-carrier-protein] reductase (3-ketoacyl- acyl carrier protein reductase)	257	COG1028	R	General function prediction only	POORLY CHARACTERIZED
EFER_0801	CDS	+3	819063	819995	no		Vanillate O-demethylase oxidoreductase (Vanillate degradation ferredoxin-like protein)	305	COG1018	C	Energy production and conversion	METABOLISM
EFER_0802	CDS	+1	820006	820506	no		putative flavin:NADH reductase ycdH	161	COG1853	R	General function prediction only	POORLY CHARACTERIZED
EFER_0803	CDS	+3	820527	821855	no		General substrate transporter:Major facilitator superfamily	442	COG0477	E	Amino acid transport and metabolism	METABOLISM
EFER_0803	CDS	+3	820527	821855	no		General substrate transporter:Major facilitator superfamily	442	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0803	CDS	+3	820527	821855	no		General substrate transporter:Major facilitator superfamily	442	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0803	CDS	+3	820527	821855	no		General substrate transporter:Major facilitator superfamily	442	COG0477	R	General function prediction only	POORLY CHARACTERIZED
EFER_0804	CDS	+3	822540	824006	no		conserved hypothetical protein	243	COG0653	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_0807	CDS	-3	825096	825839	no		putative capsid morphogenesis protein from phage ( head size determination protein)	101	COG1196	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
EFER_0808	CDS	-2	826240	828912	no		Putative inner membrane protein (modular protein) from phage origin	498	COG5519	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_0808	CDS	-2	826240	828912	no		Putative inner membrane protein (modular protein) from phage origin	151	COG4643	S	Function unknown	POORLY CHARACTERIZED
EFER_0814	CDS	-2	830494	830709	no		hypothetical protein from phage origin	34	COG3311	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_0816	CDS	-2	831724	833058	no	int	phage integrase	411	COG0582	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_0817	CDS	-1	833333	834274	no	yfdC	conserved hypothetical protein; putative inner membrane protein	276	COG2116	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0818	CDS	+2	834563	835318	no	vacJ	putative lipoprotein	249	COG2853	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0819	CDS	-3	835398	836771	no		long-chain fatty acid transport outer membrane protein precursor	448	COG2067	I	Lipid transport and metabolism	METABOLISM
EFER_0822	CDS	+2	837734	839044	no	yfcY	beta-ketoacyl-CoA thiolase, anaerobic, subunit	429	COG0183	I	Lipid transport and metabolism	METABOLISM
EFER_0823	CDS	+1	839044	841188	no	yfcX	fused enoyl-CoA hydratase and epimerase and isomerase ; 3-hydroxyacyl-CoA dehydrogenase	406	COG1250,COG1024	I	Lipid transport and metabolism	METABOLISM
EFER_0824	CDS	+2	841394	841879	no	sixA	phosphohistidine phosphatase	161	COG2062	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0826	CDS	+2	843083	845731	no	yfcUT	putative export usher protein	831	COG3188	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_0826	CDS	+2	843083	845731	no	yfcUT	putative export usher protein	831	COG3188	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_0827	CDS	+3	845751	846503	no	yfcS	putative periplasmic pilus exported chaperone	226	COG3121	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_0827	CDS	+3	845751	846503	no	yfcS	putative periplasmic pilus exported chaperone	226	COG3121	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_0830	CDS	+1	847516	848055	no	yfcP	putative exported fimbrial-like adhesin protein	90	COG3539	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_0830	CDS	+1	847516	848055	no	yfcP	putative exported fimbrial-like adhesin protein	90	COG3539	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_0832	CDS	-1	848936	849487	no	yfcN	conserved hypothetical protein	182	COG2840	S	Function unknown	POORLY CHARACTERIZED
EFER_0833	CDS	+1	849652	850584	no	prmB	N5-glutamine methyltransferase	310	COG2890	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
EFER_0834	CDS	+2	850619	851704	no	aroC	chorismate synthase	361	COG0082	E	Amino acid transport and metabolism	METABOLISM
EFER_0835	CDS	+1	851707	852531	no	mepA	murein DD-endopeptidase	271	COG3770	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0836	CDS	+3	852531	853340	no	yfcA	conserved hypothetical protein; putative membrane protein	266	COG0730	R	General function prediction only	POORLY CHARACTERIZED
EFER_0837	CDS	+2	853340	853888	no	yfcM	conserved hypothetical protein	165	COG3101	S	Function unknown	POORLY CHARACTERIZED
EFER_0839	CDS	-3	854256	856262	no	trmC	fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase ; FAD-dependent demodification enzyme	409	COG0665	E	Amino acid transport and metabolism	METABOLISM
EFER_0839	CDS	-3	854256	856262	no	trmC	fused 5-methylaminomethyl-2-thiouridine-forming enzyme methyltransferase ; FAD-dependent demodification enzyme	252	COG4121	S	Function unknown	POORLY CHARACTERIZED
EFER_0840	CDS	+2	856421	857641	no	fabB	3-oxoacyl-[acyl-carrier-protein] synthase I	406	COG0304	I	Lipid transport and metabolism	METABOLISM
EFER_0840	CDS	+2	856421	857641	no	fabB	3-oxoacyl-[acyl-carrier-protein] synthase I	406	COG0304	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
EFER_0841	CDS	+3	857874	859052	no	yfcJ	conserved hypothetical protein; putative membrane protein	392	COG0477	E	Amino acid transport and metabolism	METABOLISM
EFER_0841	CDS	+3	857874	859052	no	yfcJ	conserved hypothetical protein; putative membrane protein	392	COG0477	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0841	CDS	+3	857874	859052	no	yfcJ	conserved hypothetical protein; putative membrane protein	392	COG0477	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0841	CDS	+3	857874	859052	no	yfcJ	conserved hypothetical protein; putative membrane protein	392	COG0477	R	General function prediction only	POORLY CHARACTERIZED
EFER_0843	CDS	+2	860153	861289	no	pdxB	erythronate-4-phosphate dehydrogenase	378	COG0111	E	Amino acid transport and metabolism	METABOLISM
EFER_0843	CDS	+2	860153	861289	no	pdxB	erythronate-4-phosphate dehydrogenase	378	COG0111	H	Coenzyme transport and metabolism	METABOLISM
EFER_0844	CDS	+1	861355	862368	no	usg	putative semialdehyde dehydrogenase	337	COG0136	E	Amino acid transport and metabolism	METABOLISM
EFER_0845	CDS	+3	862368	863180	no	truA	pseudouridylate synthase I	270	COG0101	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
EFER_0846	CDS	+1	863263	863922	no	dedA	conserved hypothetical protein; putative membrane protein	219	COG0586	S	Function unknown	POORLY CHARACTERIZED
EFER_0847	CDS	+3	864078	864992	no	accD	acetyl-CoA carboxylase, beta (carboxyltranferase) subunit	304	COG0777	I	Lipid transport and metabolism	METABOLISM
EFER_0848	CDS	+3	865062	866330	no	folC	bifunctional folylpolyglutamate synthase and dihydrofolate synthase	417	COG0285	H	Coenzyme transport and metabolism	METABOLISM
EFER_0849	CDS	+1	866302	866970	no	dedD	conserved hypothetical protein	208	COG3147	S	Function unknown	POORLY CHARACTERIZED
EFER_0850	CDS	+1	867229	867717	no	cvpA	membrane protein required for colicin V production	162	COG1286	R	General function prediction only	POORLY CHARACTERIZED
EFER_0851	CDS	+1	867754	869271	no	purF	amidophosphoribosyltransferase	505	COG0034	F	Nucleotide transport and metabolism	METABOLISM
EFER_0852	CDS	+2	869366	869935	no	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	188	COG0163	H	Coenzyme transport and metabolism	METABOLISM
EFER_0853	CDS	+2	870200	870982	no	argT	lysine/arginine/ornithine transporter subunit ; periplasmic-binding component of ABC superfamily	260	COG0834	E	Amino acid transport and metabolism	METABOLISM
EFER_0853	CDS	+2	870200	870982	no	argT	lysine/arginine/ornithine transporter subunit ; periplasmic-binding component of ABC superfamily	260	COG0834	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0854	CDS	+2	871205	871987	no	hisJ	histidine/lysine/arginine/ornithine transporter subunit ; periplasmic-binding component of ABC superfamily	260	COG0834	E	Amino acid transport and metabolism	METABOLISM
EFER_0854	CDS	+2	871205	871987	no	hisJ	histidine/lysine/arginine/ornithine transporter subunit ; periplasmic-binding component of ABC superfamily	260	COG0834	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0855	CDS	+1	872077	872763	no	hisQ	histidine/lysine/arginine/ornithine transporter subunit ; membrane component of ABC superfamily	228	COG4215	E	Amino acid transport and metabolism	METABOLISM
EFER_0856	CDS	+3	872760	873476	no	hisM	histidine/lysine/arginine/ornithine transporter subunit ; membrane component of ABC superfamily	233	COG4160	E	Amino acid transport and metabolism	METABOLISM
EFER_0857	CDS	+1	873484	874257	no	hisP	histidine/lysine/arginine/ornithine transporter subunit ; ATP-binding component of ABC superfamily	253	COG4598	E	Amino acid transport and metabolism	METABOLISM
EFER_0859	CDS	-2	875404	876297	no	yfcH	conserved hypothetical protein; putative NAD(P)-binding Rossmann-fold domain	297	COG1090	R	General function prediction only	POORLY CHARACTERIZED
EFER_0860	CDS	-3	876318	876680	no	folX	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase	115	COG1539	H	Coenzyme transport and metabolism	METABOLISM
EFER_0861	CDS	-1	876737	877384	no	yfcG	putative S-transferase	215	COG0625	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
EFER_0862	CDS	+3	877446	878165	no	yfcF	putative enzyme	214	COG0625	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
EFER_0863	CDS	+1	878218	878772	no	yfcE	putative phosphatase	170	COG0622	R	General function prediction only	POORLY CHARACTERIZED
EFER_0864	CDS	+2	878732	879385	no	yfcD	putative NUDIX hydrolase	162	COG0494	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_0864	CDS	+2	878732	879385	no	yfcD	putative NUDIX hydrolase	162	COG0494	R	General function prediction only	POORLY CHARACTERIZED
EFER_0865	CDS	-3	879387	880406	no		putative transcriptional regulator with PLP domain	339	COG1609	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_0866	CDS	+3	880656	881099	no		putative phosphotransferase enzyme IIA component	147	COG1762	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0866	CDS	+3	880656	881099	no		putative phosphotransferase enzyme IIA component	147	COG1762	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0867	CDS	+1	881167	881451	no		putative phosphotransferase transport system, IIB component	84	COG3414	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0868	CDS	+2	881468	882862	no		putative phosphotransferase transport system, IIC component	447	COG3037	S	Function unknown	POORLY CHARACTERIZED
EFER_0869	CDS	+1	882859	883689	no		putative carbohydrate degradation enzyme	271	COG3959	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0870	CDS	+2	883682	884635	no		putative carbohydrate degradation enzyme	313	COG3958	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0871	CDS	-3	884715	886859	no	pta	phosphate acetyltransferase	390	COG0857	R	General function prediction only	POORLY CHARACTERIZED
EFER_0871	CDS	-3	884715	886859	no	pta	phosphate acetyltransferase	324	COG0280	C	Energy production and conversion	METABOLISM
EFER_0872	CDS	-2	886936	888138	no	ackA	acetate kinase A and propionate kinase 2	400	COG0282	C	Energy production and conversion	METABOLISM
EFER_0874	CDS	+3	888477	888932	no	yfbV	conserved hypothetical protein; putative inner membrane protein	141	COG3092	S	Function unknown	POORLY CHARACTERIZED
EFER_0875	CDS	+3	888996	889511	no	yfbU	conserved hypothetical protein	165	COG3013	S	Function unknown	POORLY CHARACTERIZED
EFER_0876	CDS	+1	889522	890172	no	yfbT	putative phosphatase	210	COG0637	R	General function prediction only	POORLY CHARACTERIZED
EFER_0877	CDS	+3	890259	892091	no	yfbS	putative transporter	610	COG0471	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0878	CDS	-3	892131	892850	no	yfbR	deoxyribonucleoside 5'-monophosphatase	194	COG1896	R	General function prediction only	POORLY CHARACTERIZED
EFER_0879	CDS	-2	892816	894033	no	yfbQ	putative aminotransferase	404	COG0436	E	Amino acid transport and metabolism	METABOLISM
EFER_0881	CDS	+3	894966	895904	no	lrhA	DNA-binding transcriptional repressor of flagellar, motility and chemotaxis genes	311	COG0583	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_0882	CDS	+1	896521	896964	no	nuoA	NADH:ubiquinone oxidoreductase, membrane subunit A	130	COG0838	C	Energy production and conversion	METABOLISM
EFER_0883	CDS	+1	896980	897642	no	nuoB	NADH:ubiquinone oxidoreductase, chain B	186	COG0377	C	Energy production and conversion	METABOLISM
EFER_0884	CDS	+1	897736	899538	no	nuoC	NADH:ubiquinone oxidoreductase, chain C,D	402	COG0649,COG0852	C	Energy production and conversion	METABOLISM
EFER_0885	CDS	+3	899541	900041	no	nuoE	NADH:ubiquinone oxidoreductase, chain E	162	COG1905	C	Energy production and conversion	METABOLISM
EFER_0886	CDS	+2	900038	901375	no	nuoF	NADH:ubiquinone oxidoreductase, chain F	439	COG1894	C	Energy production and conversion	METABOLISM
EFER_0887	CDS	+3	901422	904154	no	nuoG	NADH:ubiquinone oxidoreductase, chain G	897	COG1034	C	Energy production and conversion	METABOLISM
EFER_0888	CDS	+2	904151	905128	no	nuoH	NADH:ubiquinone oxidoreductase, membrane subunit H	324	COG1005	C	Energy production and conversion	METABOLISM
EFER_0889	CDS	+1	905143	905685	no	nuoI	NADH:ubiquinone oxidoreductase, chain I	172	COG1143	C	Energy production and conversion	METABOLISM
EFER_0890	CDS	+3	905697	906251	no	nuoJ	NADH:ubiquinone oxidoreductase, membrane subunit J	184	COG0839	C	Energy production and conversion	METABOLISM
EFER_0891	CDS	+2	906248	906550	no	nuoK	NADH:ubiquinone oxidoreductase, membrane subunit K	100	COG0713	C	Energy production and conversion	METABOLISM
EFER_0892	CDS	+1	906547	908388	no	nuoL	NADH:ubiquinone oxidoreductase, membrane subunit L	613	COG1009	C	Energy production and conversion	METABOLISM
EFER_0892	CDS	+1	906547	908388	no	nuoL	NADH:ubiquinone oxidoreductase, membrane subunit L	613	COG1009	P	Inorganic ion transport and metabolism	METABOLISM
EFER_0893	CDS	+2	908552	910081	no	nuoM	NADH:ubiquinone oxidoreductase, membrane subunit M	503	COG1008	C	Energy production and conversion	METABOLISM
EFER_0894	CDS	+2	910268	911545	no	nuoN	NADH:ubiquinone oxidoreductase, membrane subunit N	420	COG1007	C	Energy production and conversion	METABOLISM
EFER_0895	CDS	+3	911688	912404	no		conserved hypothetical protein	53	COG0264	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
EFER_0898	CDS	+3	914022	915614	no		conserved hypothetical protein; putative exported protein	340	COG2304	R	General function prediction only	POORLY CHARACTERIZED
EFER_0899	CDS	-1	915671	916705	no		putative chemotaxis protein (cheV-like)	164	COG0835	N	Cell motility	CELLULAR PROCESSES AND SIGNALING
EFER_0899	CDS	-1	915671	916705	no		putative chemotaxis protein (cheV-like)	164	COG0784,COG0835	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0900	CDS	-2	916717	917679	no	elaC	binuclear zinc phosphodiesterase	306	COG1234	R	General function prediction only	POORLY CHARACTERIZED
EFER_0901	CDS	+3	917700	918161	no	elaA	putative acyltransferase with acyl-CoA N-acyltransferase domain	147	COG2153	R	General function prediction only	POORLY CHARACTERIZED
EFER_0902	CDS	+3	918216	918521	no	elaB	conserved hypothetical protein	95	COG4575	S	Function unknown	POORLY CHARACTERIZED
EFER_0903	CDS	+3	918615	919910	no	menF	isochorismate synthase 2	396	COG1169	H	Coenzyme transport and metabolism	METABOLISM
EFER_0903	CDS	+3	918615	919910	no	menF	isochorismate synthase 2	396	COG1169	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
EFER_0904	CDS	+1	919999	921669	no	menD	bifunctional 2-oxoglutarate decarboxylase and SHCHC synthase	550	COG1165	H	Coenzyme transport and metabolism	METABOLISM
EFER_0905	CDS	+3	921666	922424	no	yfbB	putative thioesterase, menaquinone synthesis	251	COG0596	R	General function prediction only	POORLY CHARACTERIZED
EFER_0906	CDS	+2	922439	923296	no	menB	dihydroxynaphthoic acid synthetase	280	COG0447	H	Coenzyme transport and metabolism	METABOLISM
EFER_0907	CDS	+1	923296	924258	no	menC	o-succinylbenzoyl-CoA synthase	320	COG1441	H	Coenzyme transport and metabolism	METABOLISM
EFER_0908	CDS	+3	924255	925610	no	menE	o-succinylbenzoate-CoA ligase	450	COG0318	I	Lipid transport and metabolism	METABOLISM
EFER_0908	CDS	+3	924255	925610	no	menE	o-succinylbenzoate-CoA ligase	450	COG0318	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
EFER_0910	CDS	-3	925983	926369	no		conserved hypothetical protein	121	COG0697	E	Amino acid transport and metabolism	METABOLISM
EFER_0910	CDS	-3	925983	926369	no		conserved hypothetical protein	121	COG0697	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0910	CDS	-3	925983	926369	no		conserved hypothetical protein	121	COG0697	R	General function prediction only	POORLY CHARACTERIZED
EFER_0911	CDS	-1	926369	926704	no	yfbW	conserved hypothetical protein; inner membrane protein	111	COG0697	E	Amino acid transport and metabolism	METABOLISM
EFER_0911	CDS	-1	926369	926704	no	yfbW	conserved hypothetical protein; inner membrane protein	111	COG0697	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0911	CDS	-1	926369	926704	no	yfbW	conserved hypothetical protein; inner membrane protein	111	COG0697	R	General function prediction only	POORLY CHARACTERIZED
EFER_0912	CDS	-2	926701	928383	no	arnT	4-amino-4-deoxy-L-arabinose transferase	402	COG1807	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0913	CDS	-3	928353	929255	no	yfbH	conserved hypothetical protein	299	COG0726	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0914	CDS	-1	929252	931234	no	yfbG	fused UDP-L-Ara4N formyltransferase ; UDP-GlcA C-4'-decarboxylase	348	COG0451	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0914	CDS	-1	929252	931234	no	yfbG	fused UDP-L-Ara4N formyltransferase ; UDP-GlcA C-4'-decarboxylase	348	COG0451	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0914	CDS	-1	929252	931234	no	yfbG	fused UDP-L-Ara4N formyltransferase ; UDP-GlcA C-4'-decarboxylase	305	COG0223	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
EFER_0915	CDS	-2	931234	932214	no	yfbF	undecaprenyl phosphate-L-Ara4FN transferase	326	COG0463	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0916	CDS	-2	932218	933357	no	yfbE	uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent	378	COG0399	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0918	CDS	-2	934309	934734	no	yfaO	putative NUDIX hydrolase	136	COG0494	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_0918	CDS	-2	934309	934734	no	yfaO	putative NUDIX hydrolase	136	COG0494	R	General function prediction only	POORLY CHARACTERIZED
EFER_0920	CDS	+2	935606	936808	no	yfaY	conserved hypothetical protein	244	COG1058	R	General function prediction only	POORLY CHARACTERIZED
EFER_0921	CDS	+1	937027	937374	no		conserved hypothetical protein	93	COG3836	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0922	CDS	-3	937416	938342	no	yfaD	putative transposase, YhgA-like	65	COG5464	S	Function unknown	POORLY CHARACTERIZED
EFER_0923	CDS	-2	938536	939726	no	glpC	sn-glycerol-3-phosphate dehydrogenase (anaerobic), small subunit	396	COG0247	C	Energy production and conversion	METABOLISM
EFER_0924	CDS	-3	939723	940982	no	glpB	sn-glycerol-3-phosphate dehydrogenase (anaerobic), membrane anchor subunit	419	COG3075	E	Amino acid transport and metabolism	METABOLISM
EFER_0925	CDS	-2	940972	942600	no	glpA	sn-glycerol-3-phosphate dehydrogenase (anaerobic), large subunit, FAD/NAD(P)-binding	542	COG0578	C	Energy production and conversion	METABOLISM
EFER_0926	CDS	+3	942870	944228	no	glpT	sn-glycerol-3-phosphate transporter	448	COG2271	G	Carbohydrate transport and metabolism	METABOLISM
EFER_0927	CDS	+1	944176	945312	no	glpQ	periplasmic glycerophosphodiester phosphodiesterase	359	COG0584	C	Energy production and conversion	METABOLISM
EFER_0929	CDS	-3	946167	946421	no	yfaE	putative 2Fe-2S cluster-containing protein; putative oxidoreductase subunit	81	COG0633	C	Energy production and conversion	METABOLISM
EFER_0930	CDS	-1	946421	947551	no	nrdB	ribonucleoside diphosphate reductase 1, beta subunit, ferritin-like	376	COG0208	F	Nucleotide transport and metabolism	METABOLISM
EFER_0931	CDS	-2	947614	949899	no	nrdA	ribonucleoside diphosphate reductase 1, alpha subunit	761	COG0209	F	Nucleotide transport and metabolism	METABOLISM
EFER_0932	CDS	+2	950582	954346	no	yfaL	adhesin	740	COG3468,COG3210	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
EFER_0932	CDS	+2	950582	954346	no	yfaL	adhesin	460	COG3468	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
EFER_0933	CDS	-2	954487	955209	no	ubiG	bifunctional 3-demethylubiquinone-9 3-methyltransferase and 2-octaprenyl-6-hydroxy phenol methylase	240	COG2227	H	Coenzyme transport and metabolism	METABOLISM
EFER_0934	CDS	+3	955356	957992	no	gyrA	DNA gyrase (type II topoisomerase), subunit A	878	COG0188	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
EFER_0935	CDS	-1	958103	959287	no	atoB	acetyl-CoA acetyltransferase	394	COG0183	I	Lipid transport and metabolism	METABOLISM
EFER_0936	CDS	-3	959313	960635	no	atoE	short chain fatty acid transporter	437	COG2031	I	Lipid transport and metabolism	METABOLISM
EFER_0937	CDS	-1	960632	961282	no	atoA	acetyl-CoA:acetoacetyl-CoA transferase, beta subunit	213	COG2057	I	Lipid transport and metabolism	METABOLISM
EFER_0938	CDS	-2	961282	961944	no	atoD	acetyl-CoA:acetoacetyl-CoA transferase, alpha subunit	219	COG1788	I	Lipid transport and metabolism	METABOLISM
EFER_0939	CDS	-1	962141	962653	pseudo	atoCB	fragment of fused response regulator in two-component system with AtoS: response regulator ; sigma54 interaction protein (part 2)	168	COG2204	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0940	CDS	-2	962647	963534	pseudo	atoCA	fragment of fused response regulator in two-component system with AtoS: response regulator ; sigma54 interaction protein (part 1)	287	COG2204	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0941	CDS	-3	963531	965357	no	atoS	sensory histidine kinase in two-component regulatory system with AtoC	454	COG0642	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0942	CDS	+1	965524	968373	no	rcsC	hybrid sensory kinase in two-component regulatory system with RcsB and YojN	436	COG0784,COG0642	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
EFER_0943	CDS	-3	968457	969107	no	rcsB	DNA-binding response regulator in two-component regulatory system with RcsC and YojN	215	COG2197	K	Transcription	INFORMATION STORAGE AND PROCESSING
EFER_0943	CDS	-3	968457	969107	no	rcsB	DNA-binding response regulator in two-component regulatory system with RcsC and YojN	215	COG2197	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
